White Player,Black Player,White Depth,Black Depth,White Turn Time,Black Turn Time,Number of Moves,Winning Player
Random AI,Stockfish AI,,1,0.2147138118743896,11.655427932739258,68,black
Random AI,Stockfish AI,,1,0.0726509094238281,6.5206804275512695,48,black
Random AI,Stockfish AI,,1,0.0,7.368510723114014,42,black
Random AI,Stockfish AI,,1,0.0,3.911505699157715,24,black
Random AI,Stockfish AI,,1,0.0009996891021728,8.911532878875732,60,black
Random AI,Stockfish AI,,1,0.001000165939331,5.941601514816284,66,black
Random AI,Stockfish AI,,1,0.0,3.0521392822265625,32,black
Random AI,Stockfish AI,,1,0.0005135536193847,8.885334730148315,86,black
Random AI,Stockfish AI,,1,0.0019993782043457,7.812899112701416,70,black
Random AI,Stockfish AI,,1,0.0020020008087158,4.093322277069092,44,black
Random AI,Stockfish AI,,1,0.0009994506835937,4.564627647399902,48,black
Random AI,Stockfish AI,,1,0.001000165939331,5.351510763168335,26,black
Random AI,Stockfish AI,,1,0.0019996166229248,11.79585862159729,74,black
Random AI,Stockfish AI,,1,0.0029983520507812,3.7622382640838623,28,black
Random AI,Stockfish AI,,2,0.0010006427764892,6.449182033538818,90,black
Random AI,Stockfish AI,,2,0.0002124309539794,4.283564329147339,60,black
Random AI,Stockfish AI,,2,0.001000165939331,4.143320083618164,58,black
Random AI,Stockfish AI,,2,0.0005843639373779,5.716257810592651,78,black
Random AI,Stockfish AI,,2,0.0009999275207519,5.772410392761231,78,black
Random AI,Stockfish AI,,2,0.0015187263488769,5.525135278701782,76,black
Random AI,Stockfish AI,,2,0.001000165939331,7.556761503219604,106,black
Random AI,Stockfish AI,,2,0.0009973049163818,4.75748610496521,66,black
Random AI,Stockfish AI,,2,0.0,3.697702646255493,52,black
Random AI,Stockfish AI,,2,0.0,3.718515634536743,50,black
Random AI,Stockfish AI,,1,0.0,6.469718933105469,92,black
Random AI,Stockfish AI,,1,0.0,3.014394760131836,42,black
Random AI,Stockfish AI,,1,9.489059448242188e-05,0.7032089233398438,10,black
Random AI,Stockfish AI,,1,0.0010006427764892,5.745718240737915,82,black
Random AI,Stockfish AI,,1,0.0020456314086914,2.8239526748657227,40,black
Random AI,Stockfish AI,,1,0.0,1.5740323066711426,22,black
Random AI,Stockfish AI,,1,0.001000165939331,4.95745325088501,70,black
Random AI,Stockfish AI,,1,0.0020055770874023,3.0239057540893555,42,black
Random AI,Stockfish AI,,1,0.0009944438934326,4.164588689804077,58,black
Random AI,Stockfish AI,,1,0.0009999275207519,1.7396059036254885,24,black
Random AI,Stockfish AI,,1,0.0010004043579101,2.4088385105133057,34,black
Random AI,Stockfish AI,,1,0.0009989738464355,3.988235712051392,56,black
Random AI,Stockfish AI,,1,0.0030298233032226,5.190350532531738,72,black
Random AI,Stockfish AI,,1,0.0009996891021728,0.8586080074310303,12,black
Random AI,Stockfish AI,,1,0.0010011196136474,5.765831470489502,56,black
Random AI,Stockfish AI,,1,0.0,13.300058841705322,62,black
Random AI,Stockfish AI,,1,0.0,1.793346643447876,12,black
Random AI,Stockfish AI,,1,0.0012495517730712,8.377212524414062,48,black
Random AI,Stockfish AI,,1,0.0009989738464355,10.811020851135254,56,black
Random AI,Stockfish AI,,2,0.0011329650878906,5.396337032318115,76,black
Random AI,Stockfish AI,,2,0.0,2.437075138092041,34,black
Random AI,Stockfish AI,,2,0.0015070438385009,3.337886571884156,46,black
Random AI,Stockfish AI,,2,0.0030074119567871,5.492223024368286,76,black
Random AI,Stockfish AI,,2,0.0,3.906639337539673,54,black
Random AI,Stockfish AI,,2,0.0030007362365722,8.404921293258667,116,black
Random AI,Stockfish AI,,2,0.0020010471343994,6.130807876586914,84,black
Random AI,Stockfish AI,,2,0.0,4.037069082260132,56,black
Random AI,Stockfish AI,,2,0.0010013580322265,8.379630088806152,116,black
Random AI,Stockfish AI,,2,0.0025289058685302,2.2236146926879883,30,black
Random AI,Stockfish AI,,2,0.0009999275207519,9.215359687805176,76,black
Random AI,Stockfish AI,,2,0.0010020732879638,8.630787134170532,44,black
Random AI,Stockfish AI,,2,0.0010414123535156,5.971973419189453,32,black
Random AI,Stockfish AI,,2,0.0,9.57283854484558,50,black
Random AI,Stockfish AI,,2,0.0030016899108886,12.132741451263428,58,black
Random AI,Stockfish AI,,2,0.001000165939331,13.758793115615845,84,black
Random AI,Stockfish AI,,2,0.0009999275207519,6.14098858833313,54,black
Random AI,Stockfish AI,,2,0.0005180835723876,5.779384613037109,62,black
Random AI,Stockfish AI,,2,0.0,6.29834508895874,56,black
Random AI,Stockfish AI,,2,0.003516674041748,12.57581663131714,84,black
Random AI,Stockfish AI,,2,0.0040118694305419,13.207496881484984,70,black
Random AI,Stockfish AI,,2,0.0533397197723388,17.49545955657959,54,black
Random AI,Stockfish AI,,2,7.915496826171875e-05,3.5070607662200928,50,black
Random AI,Stockfish AI,,2,0.0,4.775526523590088,66,black
Random AI,Stockfish AI,,2,0.0015068054199218,4.145490646362305,60,black
Random AI,Stockfish AI,,2,0.000507116317749,4.172664642333984,58,black
Random AI,Stockfish AI,,2,0.0010032653808593,4.320101737976074,60,black
Random AI,Stockfish AI,,2,0.0015459060668945,2.8323261737823486,40,black
Random AI,Stockfish AI,,2,0.0,3.9957096576690674,56,black
Random AI,Stockfish AI,,2,0.0,0.9968810081481934,14,black
Random AI,Stockfish AI,,2,9.012222290039062e-05,4.918119192123413,68,black
Random AI,Stockfish AI,,2,0.0009994506835937,2.4088382720947266,32,black
Random AI,Stockfish AI,,2,0.0,4.288646936416626,60,black
Random AI,Stockfish AI,,2,8.392333984375e-05,4.114317178726196,58,black
Random AI,Stockfish AI,,2,0.0009949207305908,2.389598846435547,34,black
Random AI,Stockfish AI,,2,0.0015046596527099,4.256687641143799,60,black
Random AI,Stockfish AI,,2,0.0020043849945068,2.4153285026550293,34,black
Random AI,Stockfish AI,,2,0.0,3.134573221206665,44,black
Random AI,Stockfish AI,,2,8.726119995117188e-05,4.545077800750732,58,black
Random AI,Stockfish AI,,2,0.0,3.570833921432495,50,black
Random AI,Stockfish AI,,2,0.0025439262390136,5.563999176025391,78,black
Random AI,Stockfish AI,,2,0.0025074481964111,5.111111402511597,70,black
Random AI,Stockfish AI,,3,0.0,0.6946742534637451,10,black
Random AI,Stockfish AI,,3,0.0,4.141436576843262,58,black
Random AI,Stockfish AI,,3,0.0,4.6183922290802,64,black
Random AI,Stockfish AI,,3,7.486343383789062e-05,4.94813871383667,68,black
Random AI,Stockfish AI,,3,0.0025224685668945,2.059254169464112,28,black
Random AI,Stockfish AI,,3,0.0,2.8717057704925537,34,black
Random AI,Stockfish AI,,3,0.0019996166229248,2.637535095214844,36,black
Random AI,Stockfish AI,,3,0.0,3.057957887649536,42,black
Random AI,Stockfish AI,,3,0.0,2.017187118530273,28,black
Random AI,Stockfish AI,,3,0.0009982585906982,4.903543472290039,62,black
Random AI,Stockfish AI,,3,0.0020723342895507,4.22269606590271,58,black
Random AI,Stockfish AI,,3,0.0020053386688232,7.090978384017944,98,black
Random AI,Stockfish AI,,3,0.001004934310913,1.5932416915893557,22,black
Random AI,Stockfish AI,,3,0.0,3.490910053253174,36,black
Random AI,Stockfish AI,,3,0.0011255741119384,4.626757621765137,64,black
Random AI,Stockfish AI,,3,0.0009992122650146,4.295692920684815,56,black
Random AI,Stockfish AI,,3,0.0,0.5906879901885986,8,black
Random AI,Stockfish AI,,3,0.0010073184967041,2.6423158645629883,36,black
Random AI,Stockfish AI,,3,0.0,1.5921943187713623,22,black
Random AI,Stockfish AI,,3,0.0,6.713088750839233,84,black
Random AI,Stockfish AI,,3,0.0010013580322265,2.315669059753418,32,black
Random AI,Stockfish AI,,3,0.0010004043579101,3.0488224029541016,42,black
Random AI,Stockfish AI,,3,0.0025398731231689,8.522633075714111,118,black
Random AI,Stockfish AI,,3,0.0,2.9211037158966064,40,black
Random AI,Stockfish AI,,3,0.0,0.5809962749481201,8,black
Random AI,Stockfish AI,,3,0.0,2.766542434692383,38,black
Random AI,Stockfish AI,,3,0.0,3.1601717472076416,34,black
Random AI,Stockfish AI,,3,0.0020010471343994,4.088405847549439,56,black
Random AI,Stockfish AI,,3,0.0020020008087158,4.647207260131836,64,black
Random AI,Stockfish AI,,3,0.0034866333007812,8.764981985092163,120,black
Random AI,Stockfish AI,,3,0.0,4.057769298553467,56,black
Random AI,Stockfish AI,,3,0.0,0.8805968761444092,12,black
Random AI,Stockfish AI,,3,0.0015041828155517,4.632994890213013,64,black
Random AI,Stockfish AI,,3,0.0,4.1609508991241455,54,black
Random AI,Stockfish AI,,3,0.0019998550415039,5.878791093826294,80,black
Random AI,Stockfish AI,,3,0.0011267662048339,3.2221450805664062,44,black
Random AI,Stockfish AI,,3,0.0011138916015625,3.8890693187713614,54,black
Random AI,Stockfish AI,,3,0.0,1.903692483901977,26,black
Random AI,Stockfish AI,,3,0.0,4.25449800491333,50,black
Random AI,Stockfish AI,,3,0.0,3.5282294750213623,48,black
Random AI,Stockfish AI,,3,0.0010764598846435,4.83537220954895,68,black
Random AI,Stockfish AI,,3,0.0,2.2881457805633545,32,black
Random AI,Stockfish AI,,3,0.0,1.982481479644776,28,black
Random AI,Stockfish AI,,3,0.0,1.0034229755401611,14,black
Random AI,Stockfish AI,,3,7.390975952148438e-05,3.997212409973145,56,black
Random AI,Stockfish AI,,3,0.0,4.426193475723267,62,black
Random AI,Stockfish AI,,3,0.0,0.8553183078765869,12,black
Random AI,Stockfish AI,,3,0.0,3.154630661010742,44,black
Random AI,Stockfish AI,,3,0.0,2.298002481460572,32,black
Random AI,Stockfish AI,,3,0.0,2.9996516704559326,42,black
Random AI,Stockfish AI,,4,0.0010769367218017,4.26293420791626,60,black
Random AI,Stockfish AI,,4,0.0,3.0023465156555176,42,black
Random AI,Stockfish AI,,4,0.0,3.9958176612854,56,black
Random AI,Stockfish AI,,4,0.0005812644958496,5.125457525253296,72,black
Random AI,Stockfish AI,,4,0.0,2.859225988388061,40,black
Random AI,Stockfish AI,,4,6.985664367675781e-05,5.444762229919434,76,black
Random AI,Stockfish AI,,4,0.0020170211791992,5.571565866470337,78,black
Random AI,Stockfish AI,,4,0.0025084018707275,3.226806163787842,44,black
Random AI,Stockfish AI,,4,0.0,3.062630414962769,38,black
Random AI,Stockfish AI,,4,0.0,5.186437129974365,72,black
Random AI,Stockfish AI,,4,0.0,1.858805179595948,26,black
Random AI,Stockfish AI,,4,0.001028299331665,4.9750285148620605,70,black
Random AI,Stockfish AI,,4,0.001000165939331,3.283594846725464,46,black
Random AI,Stockfish AI,,4,0.0,2.1347098350524902,30,black
Random AI,Stockfish AI,,4,0.001542329788208,1.839034080505371,26,black
Random AI,Stockfish AI,,4,0.0025060176849365,3.298610210418701,46,black
Random AI,Stockfish AI,,4,0.0,3.7025465965271,52,black
Random AI,Stockfish AI,,4,0.0,2.439269781112671,34,black
Random AI,Stockfish AI,,4,0.0,1.5517847537994385,22,black
Random AI,Stockfish AI,,4,0.0,2.287231922149658,32,black
Random AI,Stockfish AI,,4,0.0016424655914306,4.293782234191895,60,black
Random AI,Stockfish AI,,4,0.0,4.28778076171875,60,black
Random AI,Stockfish AI,,4,0.0019958019256591,5.573512554168701,78,black
Random AI,Stockfish AI,,4,7.677078247070312e-05,4.849959373474121,68,black
Random AI,Stockfish AI,,4,0.0,2.5887372493743896,36,black
Random AI,Stockfish AI,,4,6.628036499023438e-05,4.347262382507324,58,black
Random AI,Stockfish AI,,4,0.0,5.000605821609497,70,black
Random AI,Stockfish AI,,4,0.0010013580322265,2.62518048286438,36,black
Random AI,Stockfish AI,,4,0.0009992122650146,5.2832441329956055,72,black
Random AI,Stockfish AI,,4,0.001122236251831,6.5725085735321045,90,black
Random AI,Stockfish AI,,4,0.002002477645874,4.705409288406372,66,black
Random AI,Stockfish AI,,4,0.0002350807189941,4.269164085388184,60,black
Random AI,Stockfish AI,,4,0.0,1.7262158393859863,24,black
Random AI,Stockfish AI,,4,0.0016443729400634,4.697030305862427,66,black
Random AI,Stockfish AI,,4,0.0,5.282357692718506,74,black
Random AI,Stockfish AI,,4,7.700920104980469e-05,4.716374158859253,66,black
Random AI,Stockfish AI,,4,0.0006740093231201,4.874474763870239,56,black
Random AI,Stockfish AI,,4,7.128715515136719e-05,6.155048131942749,86,black
Random AI,Stockfish AI,,4,0.0021529197692871,4.038708209991455,56,black
Random AI,Stockfish AI,,4,7.081031799316406e-05,6.162222623825073,84,black
Random AI,Stockfish AI,,4,0.0015077590942382,4.603589057922363,64,black
Random AI,Stockfish AI,,4,0.0,4.292725324630737,60,black
Random AI,Stockfish AI,,4,0.0021555423736572,5.56257438659668,78,black
Random AI,Stockfish AI,,4,0.0,2.8486478328704834,40,black
Random AI,Stockfish AI,,4,0.0,3.279060125350952,46,black
Random AI,Stockfish AI,,4,0.0009992122650146,6.853632688522339,96,black
Random AI,Stockfish AI,,4,0.0,2.13320541381836,30,black
Random AI,Stockfish AI,,4,0.0020005702972412,3.606250524520874,50,black
Random AI,Stockfish AI,,4,0.0009996891021728,2.499528169631958,30,black
Random AI,Stockfish AI,,4,0.0,1.4317915439605713,20,black
Random AI,Stockfish AI,,5,0.0010073184967041,3.743234395980835,52,black
Random AI,Stockfish AI,,5,0.0010027885437011,4.041134595870972,56,black
Random AI,Stockfish AI,,5,0.0009999275207519,3.3173155784606934,46,black
Random AI,Stockfish AI,,5,7.772445678710938e-05,4.798768997192383,66,black
Random AI,Stockfish AI,,5,0.0,3.3246941566467285,46,black
Random AI,Stockfish AI,,5,0.000504732131958,2.8862483501434326,40,black
Random AI,Stockfish AI,,5,0.0005044937133789,2.4388461112976074,34,black
Random AI,Stockfish AI,,5,0.0020732879638671,3.074496269226074,32,black
Random AI,Stockfish AI,,5,0.0,3.755615234375,52,black
Random AI,Stockfish AI,,5,0.0,2.600395679473877,36,black
Random AI,Stockfish AI,,5,0.0,3.181770801544189,44,black
Random AI,Stockfish AI,,5,0.0019977092742919,7.222768545150757,100,black
Random AI,Stockfish AI,,5,0.0,4.924070835113525,64,black
Random AI,Stockfish AI,,5,0.002007246017456,2.5905568599700928,36,black
Random AI,Stockfish AI,,5,0.0010004043579101,1.7192912101745603,24,black
Random AI,Stockfish AI,,5,0.0010921955108642,3.756294250488281,52,black
Random AI,Stockfish AI,,5,0.0020937919616699,5.521067142486572,70,black
Random AI,Stockfish AI,,5,0.0001783370971679,1.5954203605651855,22,black
Random AI,Stockfish AI,,5,0.0,1.438286542892456,20,black
Random AI,Stockfish AI,,5,0.001002550125122,4.059676885604858,56,black
Random AI,Stockfish AI,,5,0.0,3.2113094329833984,44,black
Random AI,Stockfish AI,,5,0.0,2.8776330947875977,40,black
Random AI,Stockfish AI,,5,7.414817810058594e-05,4.902889251708984,68,black
Random AI,Stockfish AI,,5,0.0,1.583557367324829,22,black
Random AI,Stockfish AI,,5,0.0,2.025846242904663,28,black
Random AI,Stockfish AI,,5,0.0010051727294921,5.062177658081055,70,black
Random AI,Stockfish AI,,5,0.0010807514190673,2.886016845703125,40,black
Random AI,Stockfish AI,,5,0.0,1.289879322052002,18,black
Random AI,Stockfish AI,,5,0.001004934310913,3.169713258743286,44,black
Random AI,Stockfish AI,,5,0.0,5.471784830093384,76,black
Random AI,Stockfish AI,,5,0.0020012855529785,4.472362279891968,64,black
Random AI,Stockfish AI,,5,0.0010011196136474,3.616572856903076,52,black
Random AI,Stockfish AI,,5,0.0,2.084665298461914,30,black
Random AI,Stockfish AI,,5,0.0005316734313964,6.776028871536255,98,black
Random AI,Stockfish AI,,5,0.0,1.9344704151153564,28,black
Random AI,Stockfish AI,,5,0.0,0.6942336559295654,10,black
Random AI,Stockfish AI,,5,0.0,0.4122793674468994,6,black
Random AI,Stockfish AI,,5,0.0,3.455099105834961,50,black
Random AI,Stockfish AI,,5,0.00099778175354,1.2499439716339111,18,black
Random AI,Stockfish AI,,5,0.0,4.989892959594727,72,black
Random AI,Stockfish AI,,5,0.0010006427764892,6.193784236907959,86,black
Random AI,Stockfish AI,,5,0.0007963180541992,5.48820948600769,76,black
Random AI,Stockfish AI,,5,0.0005218982696533,4.449220657348633,62,black
Random AI,Stockfish AI,,5,0.0,3.047115564346313,42,black
Random AI,Stockfish AI,,5,0.0001676082611083,5.495480537414551,76,black
Random AI,Stockfish AI,,5,0.0009996891021728,4.373737573623657,60,black
Random AI,Stockfish AI,,5,0.0,4.385974407196045,60,black
Random AI,Stockfish AI,,5,0.0020029544830322,4.286906003952026,58,black
Random AI,Stockfish AI,,5,0.0005240440368652,1.1635735034942627,16,black
Random AI,Stockfish AI,,5,0.0015037059783935,2.0683915615081787,28,black
Random AI,Stockfish AI,,6,0.0,5.120507955551148,70,black
Random AI,Stockfish AI,,6,0.001000165939331,4.544571399688721,64,black
Random AI,Stockfish AI,,6,0.0011975765228271,1.690080642700195,24,black
Random AI,Stockfish AI,,6,0.0010006427764892,2.419743776321411,34,black
Random AI,Stockfish AI,,6,0.0,1.00455641746521,14,black
Random AI,Stockfish AI,,6,0.0,1.6754214763641355,24,black
Random AI,Stockfish AI,,6,0.0010101795196533,3.3171987533569336,46,black
Random AI,Stockfish AI,,6,0.0,3.78481674194336,54,black
Random AI,Stockfish AI,,6,0.002002477645874,1.8111989498138428,26,black
Random AI,Stockfish AI,,6,0.0010385513305664,1.943791151046753,28,black
Random AI,Stockfish AI,,6,7.796287536621094e-05,7.480664014816284,102,black
Random AI,Stockfish AI,,6,0.0,1.0240185260772705,14,black
Random AI,Stockfish AI,,6,0.001000165939331,6.718748569488525,92,black
Random AI,Stockfish AI,,6,7.390975952148438e-05,1.3022828102111816,18,black
Random AI,Stockfish AI,,6,0.0,4.174911260604858,46,black
Random AI,Stockfish AI,,6,0.0005910396575927,4.665167808532715,64,black
Random AI,Stockfish AI,,6,0.0,2.9020018577575684,38,black
Random AI,Stockfish AI,,6,0.001000165939331,5.1234657764434814,70,black
Random AI,Stockfish AI,,6,0.0,1.4558110237121582,20,black
Random AI,Stockfish AI,,6,0.001000165939331,3.769121646881104,48,black
Random AI,Stockfish AI,,6,0.0010020732879638,1.888887643814087,26,black
Random AI,Stockfish AI,,6,0.0,3.288072109222412,46,black
Random AI,Stockfish AI,,6,0.001082420349121,3.5246989727020264,50,black
Random AI,Stockfish AI,,6,0.0010004043579101,2.968104600906372,42,black
Random AI,Stockfish AI,,6,0.0,3.5552475452423096,50,black
Random AI,Stockfish AI,,6,0.0,3.5699727535247803,50,black
Random AI,Stockfish AI,,6,0.003005027770996,4.29073166847229,54,black
Random AI,Stockfish AI,,6,0.0015065670013427,2.4157657623291016,34,black
Random AI,Stockfish AI,,6,0.0009984970092773,2.334200620651245,32,black
Random AI,Stockfish AI,,6,0.0015089511871337,6.341931343078613,88,black
Random AI,Stockfish AI,,6,0.0010004043579101,0.7262706756591797,10,black
Random AI,Stockfish AI,,6,0.0,3.434370517730713,48,black
Random AI,Stockfish AI,,6,0.0,3.875706911087036,54,black
Random AI,Stockfish AI,,6,0.0005209445953369,2.590543508529663,36,black
Random AI,Stockfish AI,,6,0.0,3.197301149368286,44,black
Random AI,Stockfish AI,,6,0.0,3.522679328918457,50,black
Random AI,Stockfish AI,,6,0.0,1.8077878952026367,26,black
Random AI,Stockfish AI,,6,0.001007080078125,3.4767935276031494,50,black
Random AI,Stockfish AI,,6,0.0010042190551757,2.9313485622406006,42,black
Random AI,Stockfish AI,,6,0.0009973049163818,2.488891124725342,36,black
Random AI,Stockfish AI,,6,0.001000165939331,2.528661012649536,36,black
Random AI,Stockfish AI,,6,0.0015046596527099,2.794717311859131,40,black
Random AI,Stockfish AI,,6,0.0,0.847923755645752,12,black
Random AI,Stockfish AI,,6,0.0025057792663574,5.117751836776733,74,black
Random AI,Stockfish AI,,6,0.0,2.529942274093628,36,black
Random AI,Stockfish AI,,6,0.0,0.9787774085998536,14,black
Random AI,Stockfish AI,,6,0.0010890960693359,3.585860252380371,52,black
Random AI,Stockfish AI,,6,0.0010769367218017,4.190880537033081,58,black
Random AI,Stockfish AI,,6,0.0,3.049406051635742,42,black
Random AI,Stockfish AI,,6,0.0,3.612508773803711,50,black
Random AI,Stockfish AI,,7,0.0,0.979534149169922,14,black
Random AI,Stockfish AI,,7,0.0009965896606445,4.033176422119141,58,black
Random AI,Stockfish AI,,7,0.0,3.040790557861328,44,black
Random AI,Stockfish AI,,7,0.002000093460083,2.9149770736694336,42,black
Random AI,Stockfish AI,,7,0.0,1.679640531539917,24,black
Random AI,Stockfish AI,,7,0.0010030269622802,4.040003061294556,58,black
Random AI,Stockfish AI,,7,0.0,1.7873296737670898,26,black
Random AI,Stockfish AI,,7,0.0,2.6360037326812744,38,black
Random AI,Stockfish AI,,7,0.0009999275207519,3.199398994445801,46,black
Random AI,Stockfish AI,,7,0.0,1.5260076522827148,22,black
Random AI,Stockfish AI,,7,0.0021045207977294,5.960428953170776,86,black
Random AI,Stockfish AI,,7,0.0010006427764892,4.159085273742676,60,black
Random AI,Stockfish AI,,7,0.0,3.748068571090698,54,black
Random AI,Stockfish AI,,7,0.0010168552398681,1.6726937294006348,24,black
Random AI,Stockfish AI,,7,0.0010089874267578,0.5541143417358398,8,black
Random AI,Stockfish AI,,7,0.0010013580322265,3.189244031906128,46,black
Random AI,Stockfish AI,,7,0.0005238056182861,2.37703537940979,34,black
Random AI,Stockfish AI,,7,0.000507116317749,3.5357351303100586,50,black
Random AI,Stockfish AI,,7,0.0020942687988281,3.12459683418274,44,black
Random AI,Stockfish AI,,7,0.0020303726196289,3.0991439819335938,44,black
Random AI,Stockfish AI,,7,0.0051531791687011,5.971218824386597,86,black
Random AI,Stockfish AI,,7,0.0,1.9628252983093264,28,black
Random AI,Stockfish AI,,7,0.00099778175354,4.600422620773315,66,black
Random AI,Stockfish AI,,7,0.0025100708007812,1.965348958969116,28,black
Random AI,Stockfish AI,,7,8.559226989746094e-05,3.768743753433228,54,black
Random AI,Stockfish AI,,7,0.0,3.0857973098754883,44,black
Random AI,Stockfish AI,,7,0.0,0.558387279510498,8,black
Random AI,Stockfish AI,,7,0.0040583610534667,4.472895860671997,64,black
Random AI,Stockfish AI,,7,7.414817810058594e-05,3.2150254249572754,46,black
Random AI,Stockfish AI,,7,0.0009987354278564,3.0080339908599854,42,black
Random AI,Stockfish AI,,7,0.0009975433349609,2.529609680175781,36,black
Random AI,Stockfish AI,,7,0.0,4.161409139633179,60,black
Random AI,Stockfish AI,,7,0.0,3.480691432952881,50,black
Random AI,Stockfish AI,,7,0.0030136108398437,3.632189989089966,46,black
Random AI,Stockfish AI,,7,0.0020442008972167,2.4003708362579346,34,black
Random AI,Stockfish AI,,7,0.0005064010620117,2.531923294067383,36,black
Random AI,Stockfish AI,,7,0.0019667148590087,5.451982259750366,72,black
Random AI,Stockfish AI,,7,0.0010008811950683,2.833292007446289,40,black
Random AI,Stockfish AI,,7,0.0,1.5835850238800049,22,black
Random AI,Stockfish AI,,7,0.0,0.5652408599853516,8,black
Random AI,Stockfish AI,,7,0.0010006427764892,5.309348106384277,76,black
Random AI,Stockfish AI,,7,0.0,4.039980173110962,58,black
Random AI,Stockfish AI,,7,0.0015051364898681,1.96091890335083,28,black
Random AI,Stockfish AI,,7,0.0009992122650146,0.8394858837127686,12,black
Random AI,Stockfish AI,,7,0.0009992122650146,5.152237176895142,62,black
Random AI,Stockfish AI,,7,0.0,1.6663939952850342,24,black
Random AI,Stockfish AI,,7,0.0,1.2492661476135254,18,black
Random AI,Stockfish AI,,7,0.0,1.947566032409668,28,black
Random AI,Stockfish AI,,7,0.0003082752227783,2.2144997119903564,32,black
Random AI,Stockfish AI,,7,0.0010008811950683,2.0536906719207764,14,black
Random AI,Stockfish AI,,8,0.0010104179382324,1.9466619491577148,28,black
Random AI,Stockfish AI,,8,0.00010347366333,2.6387622356414795,38,black
Random AI,Stockfish AI,,8,0.002587080001831,5.949355125427246,86,black
Random AI,Stockfish AI,,8,0.0010707378387451,1.953041076660156,28,black
Random AI,Stockfish AI,,8,0.0,2.8116226196289062,40,black
Random AI,Stockfish AI,,8,0.0010013580322265,3.695667743682861,48,black
Random AI,Stockfish AI,,8,0.0010006427764892,1.6695787906646729,24,black
Random AI,Stockfish AI,,8,0.0,1.930586338043213,28,black
Random AI,Stockfish AI,,8,0.0010004043579101,3.1946070194244385,46,black
Random AI,Stockfish AI,,8,0.0,2.658083915710449,38,black
Random AI,Stockfish AI,,8,0.0020034313201904,2.6555867195129395,38,black
Random AI,Stockfish AI,,8,0.0,2.0973093509674072,30,black
Random AI,Stockfish AI,,8,0.0,4.159669399261475,60,black
Random AI,Stockfish AI,,8,0.0019998550415039,2.9008171558380127,42,black
Random AI,Stockfish AI,,8,0.0019412040710449,2.633080244064331,38,black
Random AI,Stockfish AI,,8,0.0009903907775878,4.00862717628479,58,black
Random AI,Stockfish AI,,8,0.0,4.537162065505981,66,black
Random AI,Stockfish AI,,8,0.0,1.5235121250152588,22,black
Random AI,Stockfish AI,,8,0.0,2.9279136657714844,42,black
Random AI,Stockfish AI,,8,0.0,1.934154272079468,28,black
Random AI,Stockfish AI,,8,0.0,1.5281531810760498,22,black
Random AI,Stockfish AI,,8,0.0020143985748291,3.16870665550232,46,black
Random AI,Stockfish AI,,8,0.0001471042633056,3.72019362449646,54,black
Random AI,Stockfish AI,,8,0.0015153884887695,3.180572509765625,46,black
Random AI,Stockfish AI,,8,0.0021190643310546,4.68505072593689,68,black
Random AI,Stockfish AI,,8,0.0020105838775634,4.705944776535034,68,black
Random AI,Stockfish AI,,8,0.0009715557098388,3.744743585586548,54,black
Random AI,Stockfish AI,,8,0.0010051727294921,2.504249334335327,36,black
Random AI,Stockfish AI,,8,0.0,1.126643419265747,16,black
Random AI,Stockfish AI,,8,0.0020005702972412,4.311440706253052,62,black
Random AI,Stockfish AI,,8,0.0010788440704345,1.5351848602294922,22,black
Random AI,Stockfish AI,,8,0.0020020008087158,3.471875190734864,50,black
Random AI,Stockfish AI,,8,0.0005192756652832,4.848381757736206,70,black
Random AI,Stockfish AI,,8,0.0,2.374203681945801,34,black
Random AI,Stockfish AI,,8,0.0,4.43174409866333,64,black
Random AI,Stockfish AI,,8,0.0009703636169433,0.6893360614776611,10,black
Random AI,Stockfish AI,,8,9.012222290039062e-05,1.8032023906707764,26,black
Random AI,Stockfish AI,,8,0.0,1.119335412979126,16,black
Random AI,Stockfish AI,,8,0.0,2.500429391860962,36,black
Random AI,Stockfish AI,,8,0.0,1.2565357685089111,18,black
Random AI,Stockfish AI,,8,0.001528263092041,2.753256797790528,38,black
Random AI,Stockfish AI,,8,0.0,2.189881086349488,30,black
Random AI,Stockfish AI,,8,0.0009999275207519,3.7164909839630127,52,black
Random AI,Stockfish AI,,8,0.0010018348693847,0.8578345775604248,12,black
Random AI,Stockfish AI,,8,0.0025994777679443,4.341108083724976,48,black
Random AI,Stockfish AI,,8,0.0005218982696533,2.014272928237915,28,black
Random AI,Stockfish AI,,8,0.0,7.178173542022705,100,black
Random AI,Stockfish AI,,8,0.0009965896606445,2.3182618618011475,32,black
Random AI,Stockfish AI,,8,0.002007246017456,3.861976146697998,54,black
Random AI,Stockfish AI,,8,0.0009996891021728,2.174679040908813,30,black
Random AI,Stockfish AI,,8,0.0010004043579101,3.0664279460906982,42,black
Random AI,Stockfish AI,,8,0.0,0.7266607284545898,10,black
Random AI,Stockfish AI,,8,0.0,2.6139912605285645,36,black
Random AI,Stockfish AI,,8,0.0,2.4497649669647217,34,black
Random AI,Stockfish AI,,8,0.0020036697387695,4.777563810348511,66,black
Random AI,Stockfish AI,,8,0.0,2.319000005722046,32,black
Random AI,Stockfish AI,,8,0.0,1.1539692878723145,16,black
Random AI,Stockfish AI,,8,0.0010790824890136,4.1807944774627686,58,black
Random AI,Stockfish AI,,8,0.0,1.160576105117798,16,black
